74,17,"Si aliquod aeternum et infinitum impendere malum nobis opinemur. Quod idem licet transferre in voluptatem, ut postea variari voluptas distinguique possit, augeri amplificarique non possit. At etiam Athenis, ut e patre audiebam facete et urbane Stoicos irridente, statua est in.",4,2024-05-09 04:46:48,0
75,35,"Suscipit, ut non dicas, quid non probes eius, a quo dissentias. Quid enim est una, quae maestitiam pellat ex animis.",1,2024-06-08 03:55:03,1
76,43,"Contumeliae, tum iracundiae, contentiones concertationesque.",0,2024-01-17 16:34:30,1
77,3,Intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim.,4,2024-06-08 09:21:15,0
78,9,"Adipisci velit, sed quia consequuntur magni dolores eos, qui ratione voluptatem sequi.",2,2024-05-08 10:48:29,1
79,43,"Et metus plena sit, ratio ipsa monet amicitias comparare, quibus partis confirmatur animus et a falsis initiis profecta vera esse non possunt et, si.",2,2023-12-09 09:42:11,0
80,30,"Esse deterritum. Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo quidem consilio, tuum.",0,2024-02-04 16:03:46,1
81,16,"Ea commodi consequatur? Quis autem vel eum iure reprehenderit, qui in ea voluptate velit esse, quam nihil molestiae consequatur, vel illum, qui dolorem ipsum, quia dolor sit.",3,2024-08-02 15:15:33,0
82,37,"Invitat igitur vera ratio bene sanos ad iustitiam, aequitatem, fidem, neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile.",2,2024-06-16 03:08:36,0
83,40,"Scribi a nobis, aequi esse debent, quod et posse fieri intellegimus et saepe etiam videmus, et perspicuum est omnis rectas res atque laudabilis eo referri, ut cum voluptate.",2,2024-10-22 06:31:58,1
84,9,Ob causas in eorum vita nulla est intercapedo.,0,2024-08-03 00:26:58,1
85,10,"Aequitatem, fidem, neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile efficere.",0,2024-10-24 08:44:29,1
86,41,"Quas nulla praeda umquam improbe parta minuit, sed potius inflammat, ut coercendi magis quam dedocendi.",3,2024-11-13 01:30:47,0
87,30,"Tertium, quae nec naturales nec necessariae. Quarum ea ratio est, ut Epicuro placet, nihil dolere, primum tibi recte, Chrysippe, concessum est nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius. Quibus ex omnibus iudicari potest non modo singulos homines, sed.",2,2023-12-10 01:44:02,0
88,23,"Ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. Quando enim nobis, vel dicam aut oratoribus bonis aut poetis, postea quidem quam fuit quem imitarentur, ullus orationis vel copiosae vel elegantis ornatus defuit? Ego vero, quoniam forensibus operis, laboribus, periculis non deseruisse mihi videor.",4,2024-10-14 20:07:18,0
89,25,"Isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est non miser. Accedit etiam mors, quae quasi titillaret sensus, ut ita ruant itaque turbent, ut earum motus et impetus quo pertineant non intellegamus, tu tam egregios viros.",3,2023-12-21 20:37:56,0
90,46,"Labore et dolore magnam aliquam quaerat voluptatem. Ut enim virtutes, de quibus et ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. His rebus instructus semper est in quo.",4,2024-04-13 12:26:24,0
91,2,"Ipsius fortunae modice ferre doceat iniurias et omnis monstret vias, quae ad amicos pertinerent, negarent esse per se esse fugiendum. Itaque aiunt hanc quasi naturalem atque insitam in animis nostris inesse notionem, ut alterum esse appetendum, alterum aspernandum sentiamus. Alii autem, quibus ego assentior, dum modo de isdem rebus ne Graecos quidem.",4,2024-10-26 06:21:06,0
92,49,"Porrecta manu, quae manus significet illum in hae esse rogatiuncula delectatum.",0,2024-10-18 20:07:24,1
93,15,"Itaque concedo, quod modo dicebas, cadere causa, si qui incurrunt, numquam vim tantam habent, ut non dicas, quid non probes. Principio, inquam, in physicis, quibus maxime gloriatur, primum totus est alienus. Democritea.",4,2024-03-24 05:20:43,0
94,31,"Illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem licebit iis existimare.",0,2024-08-03 19:34:54,1
95,14,"Accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum.",1,2024-10-03 20:00:09,1
96,24,"Quibus tam multis tamque variis ab ultima antiquitate repetitis tria vix amicorum paria reperiuntur, ut ad id autem res referuntur.",4,2023-12-13 11:40:56,0
97,27,"Animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam. Atque haec ratio late patet. In quo enim maxime consuevit iactare vestra se oratio, tua praesertim, qui studiose.",4,2024-01-26 20:48:12,0
98,26,"Detraxisse, ut aliquam ex eo est consecutus? -- Laudem et caritatem, quae.",1,2024-10-04 21:54:39,1
99,20,"Paratus est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames.",3,2024-06-30 15:32:58,0
100,12,"Dignissimos ducimus, qui blanditiis praesentium voluptatum deleniti atque corrupti, quos dolores et quas molestias excepturi sint, obcaecati cupiditate non provident.",4,2024-11-18 09:22:43,0
